Calibration values (ps) from cell 0 to 1024 :

00000.000	00001.028	00002.084	00003.169	00004.247	00005.280	00006.261	00007.217	cell = 0 to 7
00008.166	00009.146	00010.159	00011.164	00012.180	00013.201	00014.212	00015.220	cell = 8 to 15
00016.225	00017.238	00018.269	00019.312	00020.374	00021.413	00022.422	00023.426	cell = 16 to 23
00024.440	00025.481	00026.512	00027.554	00028.586	00029.606	00030.622	00031.655	cell = 24 to 31
00032.710	00033.796	00034.869	00035.912	00036.936	00037.942	00038.945	00039.979	cell = 32 to 39
00041.012	00042.038	00043.057	00044.077	00045.101	00046.159	00047.212	00048.268	cell = 40 to 47
00049.342	00050.406	00051.449	00052.439	00053.415	00054.412	00055.455	00056.512	cell = 48 to 55
00057.580	00058.608	00059.628	00060.637	00061.678	00062.732	00063.757	00064.766	cell = 56 to 63
00065.767	00066.778	00067.813	00068.830	00069.849	00070.880	00071.934	00073.012	cell = 64 to 71
00074.083	00075.127	00076.171	00077.210	00078.248	00079.274	00080.277	00081.261	cell = 72 to 79
00082.257	00083.293	00084.353	00085.405	00086.440	00087.456	00088.474	00089.504	cell = 80 to 87
00090.546	00091.591	00092.633	00093.655	00094.675	00095.682	00096.709	00097.746	cell = 88 to 95
00098.800	00099.854	00100.930	00101.991	00103.011	00104.031	00105.068	00106.103	cell = 96 to 103
00107.154	00108.210	00109.266	00110.298	00111.301	00112.293	00113.310	00114.340	cell = 104 to 111
00115.383	00116.396	00117.407	00118.434	00119.475	00120.511	00121.545	00122.598	cell = 112 to 119
00123.653	00124.688	00125.727	00126.746	00127.746	00128.743	00129.768	00130.817	cell = 120 to 127
00131.881	00132.915	00133.922	00134.914	00135.947	00136.986	00138.018	00139.041	cell = 128 to 135
00140.092	00141.155	00142.179	00143.204	00144.234	00145.253	00146.269	00147.292	cell = 136 to 143
00148.297	00149.273	00150.238	00151.208	00152.201	00153.223	00154.262	00155.291	cell = 144 to 151
00156.312	00157.352	00158.373	00159.364	00160.345	00161.335	00162.336	00163.336	cell = 152 to 159
00164.336	00165.341	00166.352	00167.375	00168.418	00169.451	00170.475	00171.500	cell = 160 to 167
00172.513	00173.506	00174.501	00175.483	00176.464	00177.452	00178.467	00179.506	cell = 168 to 175
00180.502	00181.485	00182.485	00183.477	00184.461	00185.450	00186.434	00187.414	cell = 176 to 183
00188.403	00189.400	00190.404	00191.409	00192.423	00193.457	00194.495	00195.519	cell = 184 to 191
