Calibration values (ps) from cell 0 to 1024 :

00000.000	00000.194	00000.389	00000.584	00000.779	00000.974	00001.169	00001.364	cell = 0 to 7
00001.560	00001.755	00001.951	00002.147	00002.344	00002.540	00002.737	00002.934	cell = 8 to 15
00003.131	00003.328	00003.525	00003.723	00003.920	00004.118	00004.315	00004.513	cell = 16 to 23
00004.711	00004.908	00005.106	00005.304	00005.502	00005.700	00005.898	00006.096	cell = 24 to 31
00006.294	00006.492	00006.689	00006.887	00007.085	00007.283	00007.481	00007.679	cell = 32 to 39
00007.876	00008.074	00008.272	00008.470	00008.667	00008.865	00009.063	00009.261	cell = 40 to 47
00009.459	00009.657	00009.856	00010.054	00010.253	00010.451	00010.650	00010.848	cell = 48 to 55
00011.047	00011.245	00011.444	00011.642	00011.840	00012.039	00012.237	00012.436	cell = 56 to 63
00012.634	00012.832	00013.030	00013.229	00013.427	00013.625	00013.824	00014.022	cell = 64 to 71
00014.220	00014.419	00014.617	00014.815	00015.013	00015.211	00015.410	00015.608	cell = 72 to 79
00015.806	00016.004	00016.203	00016.401	00016.599	00016.798	00016.997	00017.195	cell = 80 to 87
00017.394	00017.593	00017.792	00017.991	00018.190	00018.389	00018.588	00018.787	cell = 88 to 95
00018.986	00019.185	00019.385	00019.584	00019.783	00019.983	00020.182	00020.381	cell = 96 to 103
00020.580	00020.779	00020.978	00021.177	00021.376	00021.574	00021.773	00021.971	cell = 104 to 111
00022.170	00022.369	00022.567	00022.765	00022.963	00023.161	00023.359	00023.557	cell = 112 to 119
00023.754	00023.952	00024.150	00024.347	00024.545	00024.743	00024.941	00025.138	cell = 120 to 127
00025.336	00025.534	00025.731	00025.929	00026.127	00026.325	00026.524	00026.722	cell = 128 to 135
00026.921	00027.119	00027.318	00027.517	00027.716	00027.915	00028.114	00028.314	cell = 136 to 143
00028.513	00028.712	00028.912	00029.111	00029.310	00029.509	00029.708	00029.907	cell = 144 to 151
00030.106	00030.305	00030.504	00030.702	00030.901	00031.100	00031.299	00031.498	cell = 152 to 159
00031.697	00031.896	00032.095	00032.294	00032.493	00032.692	00032.891	00033.091	cell = 160 to 167
00033.290	00033.489	00033.688	00033.887	00034.086	00034.285	00034.484	00034.683	cell = 168 to 175
00034.883	00035.082	00035.280	00035.479	00035.678	00035.877	00036.076	00036.275	cell = 176 to 183
00036.474	00036.672	00036.871	00037.070	00037.269	00037.468	00037.668	00037.867	cell = 184 to 191
00038.066	00038.266	00038.465	00038.665	00038.864	00039.064	00039.264	00039.464	cell = 192 to 199
00039.664	00039.865	00040.065	00040.266	00040.466	00040.666	00040.867	00041.067	cell = 200 to 207
00041.268	00041.468	00041.669	00041.870	00042.070	00042.271	00042.472	00042.673	cell = 208 to 215
00042.874	00043.074	00043.275	00043.476	00043.678	00043.879	00044.080	00044.281	cell = 216 to 223
00044.481	00044.683	00044.884	00045.085	00045.287	00045.488	00045.690	00045.891	cell = 224 to 231
00046.093	00046.294	00046.495	00046.696	00046.897	00047.098	00047.299	00047.500	cell = 232 to 239
00047.700	00047.901	00048.101	00048.302	00048.502	00048.702	00048.903	00049.104	cell = 240 to 247
00049.305	00049.505	00049.706	00049.907	00050.108	00050.309	00050.510	00050.711	cell = 248 to 255
00050.911	00051.112	00051.313	00051.514	00051.715	00051.915	00052.116	00052.317	cell = 256 to 263
00052.518	00052.718	00052.919	00053.119	00053.320	00053.521	00053.721	00053.922	cell = 264 to 271
00054.123	00054.324	00054.524	00054.725	00054.926	00055.128	00055.329	00055.531	cell = 272 to 279
00055.733	00055.934	00056.136	00056.338	00056.540	00056.742	00056.944	00057.146	cell = 280 to 287
00057.348	00057.550	00057.752	00057.954	00058.157	00058.359	00058.561	00058.764	cell = 288 to 295
00058.966	00059.168	00059.370	00059.572	00059.774	00059.976	00060.179	00060.381	cell = 296 to 303
00060.584	00060.786	00060.988	00061.190	00061.392	00061.595	00061.797	00061.999	cell = 304 to 311
00062.201	00062.403	00062.605	00062.808	00063.010	00063.212	00063.415	00063.617	cell = 312 to 319
00063.820	00064.022	00064.225	00064.427	00064.629	00064.832	00065.034	00065.236	cell = 320 to 327
00065.438	00065.641	00065.843	00066.045	00066.248	00066.450	00066.653	00066.856	cell = 328 to 335
00067.059	00067.262	00067.466	00067.669	00067.873	00068.076	00068.280	00068.484	cell = 336 to 343
00068.687	00068.891	00069.094	00069.298	00069.501	00069.704	00069.907	00070.111	cell = 344 to 351
00070.314	00070.518	00070.721	00070.924	00071.128	00071.331	00071.535	00071.738	cell = 352 to 359
00071.941	00072.145	00072.348	00072.552	00072.755	00072.959	00073.163	00073.366	cell = 360 to 367
00073.570	00073.774	00073.977	00074.181	00074.385	00074.588	00074.791	00074.994	cell = 368 to 375
00075.197	00075.400	00075.602	00075.805	00076.008	00076.210	00076.412	00076.615	cell = 376 to 383
00076.817	00077.019	00077.221	00077.423	00077.625	00077.827	00078.028	00078.230	cell = 384 to 391
00078.431	00078.633	00078.835	00079.036	00079.238	00079.440	00079.642	00079.844	cell = 392 to 399
