Calibration values (ps) from cell 0 to 1024 :

00000.000	00000.392	00000.784	00001.177	00001.571	00001.965	00002.361	00002.759	cell = 0 to 7
00003.159	00003.558	00003.959	00004.360	00004.761	00005.163	00005.564	00005.965	cell = 8 to 15
00006.366	00006.766	00007.164	00007.561	00007.957	00008.352	00008.747	00009.141	cell = 16 to 23
00009.537	00009.932	00010.327	00010.722	00011.117	00011.511	00011.904	00012.297	cell = 24 to 31
00012.690	00013.083	00013.475	00013.867	00014.259	00014.651	00015.043	00015.436	cell = 32 to 39
00015.828	00016.221	00016.615	00017.011	00017.407	00017.804	00018.202	00018.601	cell = 40 to 47
00019.001	00019.401	00019.802	00020.203	00020.604	00021.004	00021.404	00021.803	cell = 48 to 55
00022.203	00022.601	00022.999	00023.396	00023.792	00024.189	00024.585	00024.981	cell = 56 to 63
00025.377	00025.774	00026.171	00026.570	00026.970	00027.371	00027.774	00028.179	cell = 64 to 71
00028.583	00028.987	00029.390	00029.791	00030.192	00030.591	00030.990	00031.388	cell = 72 to 79
00031.787	00032.186	00032.584	00032.984	00033.384	00033.784	00034.184	00034.584	cell = 80 to 87
00034.984	00035.384	00035.785	00036.186	00036.587	00036.988	00037.389	00037.790	cell = 88 to 95
00038.190	00038.590	00038.990	00039.390	00039.791	00040.192	00040.593	00040.995	cell = 96 to 103
00041.398	00041.800	00042.202	00042.604	00043.006	00043.408	00043.810	00044.212	cell = 104 to 111
00044.613	00045.013	00045.413	00045.811	00046.208	00046.604	00047.000	00047.393	cell = 112 to 119
00047.786	00048.179	00048.574	00048.969	00049.364	00049.761	00050.159	00050.558	cell = 120 to 127
00050.958	00051.357	00051.757	00052.157	00052.558	00052.959	00053.360	00053.761	cell = 128 to 135
00054.162	00054.563	00054.965	00055.366	00055.768	00056.169	00056.569	00056.968	cell = 136 to 143
00057.367	00057.767	00058.167	00058.567	00058.966	00059.366	00059.764	00060.161	cell = 144 to 151
00060.558	00060.954	00061.351	00061.747	00062.144	00062.541	00062.938	00063.337	cell = 152 to 159
00063.735	00064.135	00064.534	00064.934	00065.336	00065.739	00066.142	00066.546	cell = 160 to 167
00066.950	00067.354	00067.757	00068.158	00068.560	00068.960	00069.361	00069.761	cell = 168 to 175
00070.160	00070.559	00070.958	00071.357	00071.755	00072.152	00072.548	00072.944	cell = 176 to 183
00073.341	00073.738	00074.134	00074.530	00074.926	00075.321	00075.718	00076.115	cell = 184 to 191
00076.513	00076.913	00077.312	00077.712	00078.111	00078.511	00078.912	00079.311	cell = 192 to 199
00079.712	00080.113	00080.515	00080.916	00081.317	00081.719	00082.120	00082.521	cell = 200 to 207
00082.922	00083.322	00083.722	00084.122	00084.522	00084.921	00085.318	00085.714	cell = 208 to 215
00086.111	00086.507	00086.904	00087.300	00087.697	00088.095	00088.492	00088.889	cell = 216 to 223
00089.287	00089.685	00090.083	00090.482	00090.881	00091.280	00091.681	00092.081	cell = 224 to 231
00092.483	00092.883	00093.283	00093.683	00094.083	00094.484	00094.885	00095.285	cell = 232 to 239
00095.684	00096.083	00096.480	00096.876	00097.273	00097.669	00098.066	00098.461	cell = 240 to 247
00098.857	00099.254	00099.651	00100.049	00100.446	00100.844	00101.241	00101.638	cell = 248 to 255
00102.036	00102.434	00102.831	00103.229	00103.626	00104.023	00104.421	00104.820	cell = 256 to 263
00105.220	00105.620	00106.020	00106.420	00106.820	00107.221	00107.622	00108.023	cell = 264 to 271
00108.424	00108.824	00109.224	00109.624	00110.024	00110.424	00110.823	00111.221	cell = 272 to 279
